id,full_name,gender,device_type,ad_position,browsing_history,time_of_day,click,cluster,age_imputed
3990,User3990,Male,Mobile,Side,Social Media,Evening,1,4,28.0
1529,User1529,Female,Mobile,Top,Entertainment,Afternoon,1,3,20.0
5301,User5301,Male,Tablet,Bottom,Entertainment,Night,1,0,40.0
973,User973,Male,Desktop,Bottom,Entertainment,Morning,1,2,37.0
973,User973,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,40.0
6861,User6861,Female,Tablet,Side,Education,Afternoon,1,3,42.0
7138,User7138,Male,Tablet,Top,Social Media,Night,1,4,26.0
1539,User1539,Non-Binary,Mobile,Bottom,Education,Morning,1,0,43.0
3335,User3335,Non-Binary,Mobile,Top,Entertainment,Night,1,0,24.0
5574,User5574,Female,Desktop,Bottom,Shopping,Afternoon,1,1,52.0
5425,User5425,Female,Mobile,Top,Entertainment,Afternoon,1,3,42.0
9290,User9290,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,61.0
4483,User4483,Female,Desktop,Top,News,Evening,1,1,40.0
585,User585,Female,Mobile,Side,News,Morning,0,4,59.0
7910,User7910,Non-Binary,Desktop,Side,Entertainment,Evening,0,1,58.0
1454,User1454,Female,Tablet,Bottom,Entertainment,Morning,1,0,40.0
9894,User9894,Female,Mobile,Top,Education,Afternoon,1,3,42.0
2581,User2581,Female,Mobile,Bottom,Education,Evening,1,3,42.0
1762,User1762,Male,Desktop,Side,Entertainment,Night,1,2,41.0
3029,User3029,Female,Desktop,Bottom,News,Night,0,2,62.0
3906,User3906,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
3393,User3393,Male,Tablet,Bottom,Entertainment,Morning,1,0,40.0
4034,User4034,Female,Desktop,Top,Shopping,Morning,1,4,43.0
9649,User9649,Non-Binary,Mobile,Bottom,Entertainment,Morning,0,0,40.0
1975,User1975,Female,Mobile,Top,Education,Evening,1,3,30.0
4981,User4981,Male,Mobile,Bottom,Shopping,Evening,1,4,42.0
471,User471,Female,Desktop,Bottom,Entertainment,Evening,0,1,40.0
3801,User3801,Non-Binary,Desktop,Side,Entertainment,Evening,1,1,26.0
2733,User2733,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
9267,User9267,Male,Desktop,Top,Entertainment,Morning,1,2,20.0
8243,User8243,Non-Binary,Desktop,Bottom,Shopping,Afternoon,0,1,24.0
7468,User7468,Non-Binary,Mobile,Side,Entertainment,Night,0,0,21.0
998,User998,Female,Tablet,Top,Education,Evening,1,3,42.0
5766,User5766,Male,Desktop,Side,Social Media,Evening,1,4,42.0
7138,User7138,Male,Tablet,Side,Social Media,Morning,1,4,26.0
4976,User4976,Female,Mobile,Bottom,Entertainment,Afternoon,1,3,34.0
4254,User4254,Male,Desktop,Bottom,Entertainment,Afternoon,1,1,19.0
8252,User8252,Male,Tablet,Side,Education,Evening,1,3,42.0
195,User195,Male,Desktop,Bottom,Entertainment,Morning,0,2,40.0
7475,User7475,Female,Tablet,Bottom,Entertainment,Morning,1,0,53.0
4086,User4086,Female,Desktop,Bottom,Entertainment,Night,1,2,40.0
4058,User4058,Female,Tablet,Bottom,News,Evening,1,3,33.0
6066,User6066,Female,Desktop,Bottom,News,Evening,1,1,40.0
7971,User7971,Non-Binary,Tablet,Top,Education,Evening,1,3,42.0
2204,User2204,Female,Tablet,Side,Education,Afternoon,0,3,50.0
7149,User7149,Male,Mobile,Top,Shopping,Morning,0,4,42.0
9196,User9196,Male,Desktop,Side,Entertainment,Night,0,2,37.0
6153,User6153,Female,Mobile,Side,Education,Evening,1,3,30.0
2555,User2555,Non-Binary,Tablet,Bottom,News,Evening,1,3,42.0
1805,User1805,Female,Mobile,Top,Education,Afternoon,1,3,42.0
6620,User6620,Female,Desktop,Top,Education,Morning,1,2,52.0
6100,User6100,Male,Desktop,Bottom,Education,Night,1,2,40.0
8361,User8361,Female,Mobile,Top,News,Afternoon,1,3,41.0
6946,User6946,Female,Tablet,Bottom,Education,Evening,0,3,30.0
6008,User6008,Male,Desktop,Top,Social Media,Evening,0,4,42.0
1549,User1549,Female,Desktop,Top,Entertainment,Afternoon,1,1,40.0
1741,User1741,Non-Binary,Mobile,Bottom,Entertainment,Night,1,0,45.0
6095,User6095,Male,Desktop,Top,News,Morning,0,2,52.0
3330,User3330,Male,Mobile,Top,News,Morning,1,4,49.0
9642,User9642,Non-Binary,Mobile,Top,Education,Evening,1,3,42.0
9414,User9414,Non-Binary,Desktop,Top,Social Media,Night,0,4,60.0
6849,User6849,Non-Binary,Mobile,Top,Entertainment,Night,1,0,40.0
7741,User7741,Female,Tablet,Side,Education,Evening,0,3,27.0
3330,User3330,Female,Desktop,Top,Entertainment,Afternoon,1,1,49.0
9689,User9689,Male,Desktop,Bottom,Entertainment,Afternoon,1,1,40.0
6927,User6927,Female,Tablet,Top,News,Afternoon,0,3,45.0
4696,User4696,Non-Binary,Tablet,Top,Entertainment,Night,0,0,55.0
5005,User5005,Male,Desktop,Top,Entertainment,Morning,1,2,49.0
1762,User1762,Male,Desktop,Side,Entertainment,Afternoon,1,1,40.0
3330,User3330,Male,Desktop,Top,News,Afternoon,1,1,49.0
1586,User1586,Male,Desktop,Side,Shopping,Morning,1,4,38.0
4953,User4953,Female,Tablet,Side,Education,Evening,0,3,42.0
9753,User9753,Male,Tablet,Top,Entertainment,Evening,1,3,46.0
5832,User5832,Non-Binary,Desktop,Side,Entertainment,Afternoon,1,1,40.0
3225,User3225,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,23.0
6180,User6180,Female,Desktop,Top,News,Afternoon,0,1,40.0
5053,User5053,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,61.0
1635,User1635,Female,Tablet,Top,News,Evening,1,3,54.0
2655,User2655,Male,Mobile,Bottom,Social Media,Evening,0,4,57.0
9766,User9766,Male,Desktop,Bottom,Shopping,Evening,1,4,31.0
9549,User9549,Non-Binary,Tablet,Bottom,Entertainment,Night,0,0,29.0
8459,User8459,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,38.0
5574,User5574,Female,Desktop,Bottom,Shopping,Afternoon,1,1,40.0
8728,User8728,Male,Desktop,Bottom,Entertainment,Morning,0,2,40.0
8015,User8015,Female,Tablet,Top,Education,Evening,0,3,47.0
5520,User5520,Non-Binary,Desktop,Bottom,Entertainment,Afternoon,1,1,40.0
4707,User4707,Female,Desktop,Top,Entertainment,Evening,1,1,21.0
9266,User9266,Female,Mobile,Bottom,Education,Afternoon,1,3,38.0
8115,User8115,Female,Mobile,Top,Social Media,Afternoon,1,4,42.0
6281,User6281,Female,Mobile,Side,Entertainment,Evening,0,3,53.0
1318,User1318,Male,Desktop,Top,Education,Night,0,2,24.0
7304,User7304,Male,Desktop,Side,Shopping,Evening,0,4,42.0
3204,User3204,Female,Desktop,Bottom,News,Night,0,2,38.0
8245,User8245,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,57.0
5301,User5301,Male,Desktop,Side,Entertainment,Night,1,2,40.0
2142,User2142,Non-Binary,Desktop,Top,Shopping,Afternoon,1,1,40.0
8947,User8947,Male,Desktop,Bottom,Entertainment,Night,1,2,22.0
5230,User5230,Non-Binary,Mobile,Top,News,Night,0,0,40.0
7695,User7695,Female,Tablet,Top,Education,Evening,0,3,42.0
9807,User9807,Non-Binary,Tablet,Bottom,Education,Morning,1,0,35.0
8938,User8938,Male,Tablet,Top,Shopping,Night,0,4,42.0
3430,User3430,Male,Desktop,Side,Social Media,Morning,1,4,61.0
7099,User7099,Female,Mobile,Top,Education,Evening,1,3,22.0
3746,User3746,Male,Desktop,Top,Entertainment,Morning,1,2,40.0
6449,User6449,Male,Mobile,Top,Shopping,Night,1,4,42.0
7652,User7652,Non-Binary,Mobile,Bottom,Education,Morning,1,0,40.0
5019,User5019,Non-Binary,Desktop,Bottom,News,Morning,0,2,49.0
7615,User7615,Female,Tablet,Top,Education,Evening,0,3,42.0
6683,User6683,Female,Tablet,Side,Entertainment,Night,1,0,40.0
5240,User5240,Female,Desktop,Top,Entertainment,Morning,0,2,25.0
9499,User9499,Female,Mobile,Bottom,Social Media,Morning,1,4,42.0
5074,User5074,Non-Binary,Desktop,Side,Entertainment,Morning,0,2,40.0
1524,User1524,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,24.0
1762,User1762,Male,Desktop,Side,Entertainment,Afternoon,1,1,41.0
5329,User5329,Male,Tablet,Side,Education,Evening,1,3,54.0
3245,User3245,Female,Desktop,Side,Shopping,Afternoon,1,1,40.0
4548,User4548,Male,Desktop,Side,Entertainment,Evening,1,1,40.0
188,User188,Female,Tablet,Bottom,News,Morning,1,0,56.0
7323,User7323,Non-Binary,Mobile,Top,Entertainment,Morning,0,0,59.0
2215,User2215,Female,Tablet,Top,Social Media,Night,0,4,33.0
2595,User2595,Female,Desktop,Bottom,Entertainment,Night,1,2,40.0
573,User573,Female,Desktop,Side,Entertainment,Evening,0,1,40.0
8773,User8773,Non-Binary,Mobile,Side,Entertainment,Morning,0,0,40.0
2303,User2303,Male,Tablet,Bottom,News,Afternoon,0,3,64.0
6959,User6959,Female,Desktop,Top,Entertainment,Evening,1,1,39.0
5432,User5432,Male,Desktop,Top,Entertainment,Night,0,2,37.0
58,User58,Female,Mobile,Top,Shopping,Morning,1,4,36.0
9412,User9412,Male,Mobile,Bottom,Social Media,Morning,1,4,42.0
2239,User2239,Non-Binary,Tablet,Bottom,Education,Morning,1,0,40.0
5414,User5414,Female,Desktop,Bottom,Entertainment,Evening,1,1,40.0
5629,User5629,Non-Binary,Tablet,Top,Entertainment,Night,1,0,40.0
5439,User5439,Male,Tablet,Side,Social Media,Afternoon,1,4,38.0
4548,User4548,Male,Desktop,Bottom,Entertainment,Evening,1,1,40.0
8530,User8530,Female,Mobile,Top,Social Media,Afternoon,1,4,52.0
1240,User1240,Male,Desktop,Bottom,Entertainment,Night,0,2,52.0
6288,User6288,Non-Binary,Tablet,Bottom,News,Afternoon,1,3,61.0
1905,User1905,Non-Binary,Mobile,Bottom,Education,Morning,1,0,62.0
7138,User7138,Male,Tablet,Side,Social Media,Night,1,4,26.0
6401,User6401,Female,Mobile,Side,Social Media,Morning,1,4,45.0
315,User315,Non-Binary,Desktop,Side,Social Media,Morning,1,4,42.0
6765,User6765,Female,Tablet,Side,Entertainment,Morning,1,0,40.0
1729,User1729,Female,Desktop,Top,Entertainment,Night,1,2,26.0
3297,User3297,Female,Tablet,Bottom,Entertainment,Night,1,0,40.0
6861,User6861,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,40.0
1367,User1367,Male,Mobile,Bottom,Entertainment,Morning,0,0,29.0
7921,User7921,Male,Mobile,Top,Shopping,Night,0,4,49.0
5732,User5732,Non-Binary,Desktop,Bottom,Entertainment,Evening,1,1,40.0
5412,User5412,Female,Mobile,Top,Education,Evening,1,3,35.0
9796,User9796,Male,Mobile,Side,Social Media,Morning,0,4,24.0
9146,User9146,Female,Desktop,Top,Entertainment,Afternoon,1,1,58.0
3237,User3237,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,0,43.0
5066,User5066,Non-Binary,Desktop,Bottom,Entertainment,Morning,1,2,46.0
9095,User9095,Female,Desktop,Top,Entertainment,Afternoon,0,1,40.0
5756,User5756,Non-Binary,Tablet,Top,Shopping,Afternoon,1,3,51.0
7538,User7538,Female,Mobile,Side,Entertainment,Evening,0,3,31.0
2791,User2791,Non-Binary,Tablet,Bottom,Entertainment,Morning,0,0,40.0
6344,User6344,Male,Desktop,Top,Entertainment,Morning,0,2,40.0
628,User628,Female,Mobile,Bottom,Education,Afternoon,0,3,59.0
1755,User1755,Non-Binary,Tablet,Bottom,News,Morning,1,0,40.0
6581,User6581,Non-Binary,Mobile,Bottom,News,Night,1,0,33.0
2109,User2109,Non-Binary,Desktop,Top,Entertainment,Afternoon,0,1,58.0
9419,User9419,Male,Mobile,Side,Social Media,Afternoon,1,4,64.0
9064,User9064,Female,Mobile,Bottom,Entertainment,Night,1,0,41.0
4057,User4057,Female,Desktop,Side,Education,Evening,1,1,40.0
4043,User4043,Female,Desktop,Top,Entertainment,Evening,0,1,40.0
4191,User4191,Non-Binary,Mobile,Bottom,Entertainment,Morning,0,0,40.0
6051,User6051,Female,Tablet,Side,News,Morning,0,0,18.0
2373,User2373,Male,Desktop,Bottom,Social Media,Morning,1,4,31.0
5110,User5110,Male,Tablet,Top,Shopping,Morning,1,4,44.0
6074,User6074,Male,Desktop,Bottom,Entertainment,Afternoon,1,1,35.0
284,User284,Non-Binary,Mobile,Side,Shopping,Afternoon,1,4,42.0
4230,User4230,Female,Tablet,Top,Education,Evening,1,3,35.0
5094,User5094,Female,Mobile,Side,Education,Evening,0,3,48.0
5980,User5980,Male,Desktop,Side,Entertainment,Night,1,2,40.0
5212,User5212,Male,Desktop,Bottom,Entertainment,Night,0,2,40.0
3330,User3330,Male,Desktop,Bottom,News,Afternoon,1,1,49.0
3561,User3561,Male,Desktop,Side,Social Media,Evening,1,4,37.0
1225,User1225,Female,Tablet,Top,Entertainment,Evening,1,3,27.0
3449,User3449,Female,Tablet,Top,Education,Evening,0,3,42.0
8948,User8948,Female,Mobile,Bottom,Education,Evening,1,3,25.0
5647,User5647,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,46.0
6906,User6906,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,40.0
234,User234,Female,Tablet,Bottom,Social Media,Morning,1,4,19.0
7376,User7376,Non-Binary,Mobile,Side,News,Morning,1,0,40.0
9795,User9795,Female,Tablet,Side,Education,Afternoon,0,3,55.0
1650,User1650,Male,Desktop,Bottom,Entertainment,Night,1,2,29.0
2047,User2047,Female,Tablet,Top,Education,Evening,0,3,64.0
4865,User4865,Female,Tablet,Top,Shopping,Night,0,4,42.0
9967,User9967,Non-Binary,Mobile,Side,Education,Morning,1,0,40.0
2044,User2044,Female,Mobile,Top,News,Evening,1,3,31.0
3037,User3037,Male,Mobile,Side,Shopping,Morning,1,4,36.0
6669,User6669,Male,Mobile,Side,News,Morning,1,4,38.0
9611,User9611,Male,Desktop,Side,Entertainment,Afternoon,1,1,40.0
3746,User3746,Male,Desktop,Top,Entertainment,Morning,1,2,40.0
7224,User7224,Male,Mobile,Bottom,Social Media,Night,0,4,29.0
5531,User5531,Male,Desktop,Bottom,News,Night,1,2,34.0
3323,User3323,Female,Tablet,Side,Education,Evening,1,3,48.0
6066,User6066,Female,Desktop,Side,News,Evening,1,1,40.0
2563,User2563,Female,Tablet,Bottom,Education,Afternoon,0,3,33.0
3644,User3644,Female,Desktop,Side,Entertainment,Evening,1,1,40.0
9975,User9975,Male,Mobile,Bottom,Entertainment,Morning,0,0,37.0
2336,User2336,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,32.0
8147,User8147,Female,Desktop,Top,Entertainment,Night,1,2,32.0
7281,User7281,Male,Desktop,Side,Entertainment,Night,0,2,40.0
7962,User7962,Female,Tablet,Top,Education,Afternoon,1,3,58.0
9431,User9431,Male,Desktop,Bottom,Entertainment,Afternoon,1,1,40.0
5194,User5194,Male,Mobile,Top,News,Afternoon,1,3,53.0
1233,User1233,Male,Mobile,Top,Social Media,Morning,0,4,57.0
9266,User9266,Non-Binary,Mobile,Bottom,Education,Morning,1,0,38.0
5085,User5085,Female,Tablet,Top,News,Evening,1,3,42.0
5806,User5806,Male,Desktop,Side,Social Media,Night,0,4,42.0
2289,User2289,Female,Desktop,Bottom,Shopping,Morning,1,4,42.0
3345,User3345,Male,Desktop,Side,Social Media,Night,1,4,39.0
1305,User1305,Male,Desktop,Top,Entertainment,Night,1,2,40.0
8966,User8966,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,40.0
2722,User2722,Female,Desktop,Top,Entertainment,Evening,1,1,39.0
3574,User3574,Female,Tablet,Top,Entertainment,Evening,1,3,42.0
2934,User2934,Non-Binary,Desktop,Top,Entertainment,Afternoon,1,1,40.0
7700,User7700,Male,Tablet,Bottom,Education,Morning,0,0,45.0
58,User58,Female,Mobile,Top,Shopping,Morning,1,4,42.0
375,User375,Non-Binary,Mobile,Top,Social Media,Evening,1,4,26.0
7218,User7218,Non-Binary,Mobile,Top,Entertainment,Night,0,0,59.0
1524,User1524,Male,Mobile,Bottom,Entertainment,Night,1,0,24.0
1136,User1136,Female,Mobile,Side,Education,Evening,1,3,58.0
5512,User5512,Non-Binary,Desktop,Side,Entertainment,Evening,0,1,45.0
2428,User2428,Non-Binary,Tablet,Side,Entertainment,Morning,1,0,33.0
1908,User1908,Male,Mobile,Top,Education,Evening,1,3,26.0
7289,User7289,Male,Tablet,Top,Shopping,Morning,0,4,18.0
9736,User9736,Female,Desktop,Bottom,Education,Evening,1,1,40.0
7466,User7466,Male,Mobile,Bottom,Shopping,Morning,1,4,47.0
4621,User4621,Female,Desktop,Top,Entertainment,Afternoon,1,1,20.0
2142,User2142,Non-Binary,Desktop,Top,Shopping,Afternoon,1,1,34.0
5172,User5172,Male,Desktop,Bottom,Entertainment,Night,0,2,40.0
7766,User7766,Female,Mobile,Top,Entertainment,Afternoon,1,3,42.0
3216,User3216,Non-Binary,Desktop,Side,Education,Morning,0,2,54.0
3556,User3556,Female,Tablet,Bottom,Entertainment,Night,0,0,40.0
5479,User5479,Female,Desktop,Side,Entertainment,Afternoon,0,1,40.0
1136,User1136,Non-Binary,Mobile,Side,Entertainment,Morning,1,0,58.0
4266,User4266,Male,Desktop,Side,News,Night,1,2,28.0
5566,User5566,Non-Binary,Mobile,Bottom,Social Media,Morning,1,4,42.0
3325,User3325,Non-Binary,Mobile,Bottom,Education,Morning,1,0,40.0
8937,User8937,Male,Desktop,Side,Entertainment,Afternoon,1,1,40.0
3037,User3037,Male,Mobile,Side,Shopping,Morning,1,4,36.0
6411,User6411,Male,Desktop,Bottom,Entertainment,Night,0,2,40.0
8855,User8855,Non-Binary,Tablet,Side,Entertainment,Morning,0,0,40.0
2428,User2428,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,33.0
6996,User6996,Non-Binary,Mobile,Top,News,Morning,0,4,42.0
1351,User1351,Male,Mobile,Top,Education,Evening,0,3,42.0
1456,User1456,Female,Desktop,Bottom,Entertainment,Afternoon,0,1,46.0
5329,User5329,Female,Tablet,Side,Education,Evening,1,3,54.0
482,User482,Female,Desktop,Bottom,Shopping,Morning,0,4,39.0
2867,User2867,Female,Tablet,Top,Education,Evening,0,3,59.0
7534,User7534,Male,Mobile,Side,Social Media,Morning,0,4,24.0
9064,User9064,Female,Mobile,Top,Entertainment,Night,1,0,41.0
7014,User7014,Non-Binary,Desktop,Side,Education,Morning,0,2,40.0
4049,User4049,Male,Desktop,Top,Entertainment,Night,1,2,57.0
9086,User9086,Non-Binary,Tablet,Side,Social Media,Afternoon,0,4,42.0
1629,User1629,Non-Binary,Mobile,Bottom,News,Night,0,0,24.0
5100,User5100,Male,Mobile,Side,Shopping,Morning,1,4,42.0
5627,User5627,Male,Mobile,Bottom,Social Media,Morning,0,4,22.0
7828,User7828,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,29.0
1533,User1533,Male,Mobile,Top,Education,Afternoon,0,3,37.0
3312,User3312,Male,Mobile,Bottom,Education,Evening,0,3,35.0
8070,User8070,Female,Mobile,Side,Education,Afternoon,0,3,34.0
4534,User4534,Male,Desktop,Bottom,Entertainment,Night,0,2,51.0
5005,User5005,Male,Desktop,Top,Entertainment,Morning,1,2,49.0
2542,User2542,Non-Binary,Mobile,Side,Entertainment,Evening,1,3,58.0
9766,User9766,Male,Desktop,Side,Shopping,Evening,1,4,31.0
3393,User3393,Male,Tablet,Top,Entertainment,Morning,1,0,40.0
2124,User2124,Male,Desktop,Top,Entertainment,Evening,1,1,40.0
1422,User1422,Female,Mobile,Side,Social Media,Night,0,4,59.0
8097,User8097,Non-Binary,Tablet,Side,Social Media,Evening,1,4,42.0
6849,User6849,Non-Binary,Mobile,Top,Entertainment,Night,1,0,39.0
1704,User1704,Male,Tablet,Bottom,Shopping,Morning,1,4,61.0
6495,User6495,Non-Binary,Tablet,Bottom,Education,Afternoon,1,3,42.0
5909,User5909,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,45.0
393,User393,Male,Mobile,Bottom,Shopping,Morning,1,4,40.0
2555,User2555,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,40.0
4871,User4871,Female,Desktop,Side,Entertainment,Night,1,2,58.0
6724,User6724,Female,Desktop,Top,Entertainment,Evening,1,1,40.0
6708,User6708,Male,Desktop,Top,Entertainment,Night,1,2,40.0
8305,User8305,Female,Desktop,Side,Entertainment,Afternoon,0,1,62.0
7714,User7714,Male,Mobile,Bottom,Entertainment,Morning,0,0,55.0
2124,User2124,Male,Desktop,Top,Entertainment,Evening,1,1,40.0
4266,User4266,Male,Desktop,Bottom,News,Night,1,2,28.0
184,User184,Female,Desktop,Top,Entertainment,Evening,0,1,28.0
6602,User6602,Male,Desktop,Side,Entertainment,Night,1,2,40.0
3102,User3102,Non-Binary,Desktop,Bottom,Entertainment,Night,0,2,40.0
5194,User5194,Female,Mobile,Top,News,Afternoon,1,3,53.0
7527,User7527,Female,Desktop,Top,Social Media,Morning,0,4,39.0
3634,User3634,Male,Mobile,Bottom,Education,Night,0,0,40.0
7286,User7286,Male,Mobile,Top,News,Morning,0,4,25.0
7878,User7878,Female,Desktop,Side,Entertainment,Afternoon,1,1,60.0
1273,User1273,Non-Binary,Desktop,Bottom,Entertainment,Morning,1,2,27.0
6258,User6258,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
2032,User2032,Male,Desktop,Bottom,Education,Night,1,2,36.0
4889,User4889,Non-Binary,Tablet,Bottom,News,Morning,1,0,45.0
4529,User4529,Female,Tablet,Side,News,Afternoon,0,3,55.0
5416,User5416,Female,Tablet,Bottom,Education,Afternoon,0,3,28.0
4389,User4389,Male,Desktop,Side,Education,Morning,0,2,40.0
3832,User3832,Male,Desktop,Bottom,Social Media,Night,0,4,44.0
3266,User3266,Female,Tablet,Top,Education,Afternoon,1,3,42.0
9832,User9832,Male,Desktop,Bottom,Education,Night,0,2,40.0
3998,User3998,Female,Mobile,Top,Education,Evening,0,3,25.0
9766,User9766,Male,Desktop,Bottom,Shopping,Evening,1,4,31.0
3044,User3044,Male,Desktop,Top,Entertainment,Night,1,2,34.0
7266,User7266,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
119,User119,Female,Tablet,Top,Education,Evening,1,3,59.0
2727,User2727,Female,Mobile,Bottom,Education,Afternoon,1,3,34.0
2156,User2156,Female,Desktop,Side,Entertainment,Afternoon,1,1,46.0
6449,User6449,Male,Desktop,Top,Shopping,Night,1,2,42.0
6811,User6811,Male,Mobile,Top,Education,Evening,1,3,24.0
7422,User7422,Female,Desktop,Top,Entertainment,Night,1,2,20.0
6589,User6589,Female,Tablet,Bottom,Entertainment,Morning,0,0,40.0
670,User670,Male,Desktop,Top,Shopping,Morning,1,4,22.0
1503,User1503,Female,Tablet,Side,Education,Afternoon,1,3,19.0
1598,User1598,Female,Desktop,Bottom,Entertainment,Afternoon,0,1,40.0
5665,User5665,Male,Mobile,Bottom,Shopping,Morning,0,4,63.0
5336,User5336,Non-Binary,Desktop,Side,News,Evening,0,1,40.0
5756,User5756,Non-Binary,Tablet,Top,Shopping,Afternoon,1,3,42.0
7485,User7485,Female,Tablet,Top,Education,Evening,0,3,35.0
6287,User6287,Female,Tablet,Bottom,Entertainment,Morning,1,0,40.0
813,User813,Female,Tablet,Top,Education,Evening,1,3,42.0
8862,User8862,Male,Desktop,Side,Entertainment,Night,1,2,40.0
2615,User2615,Female,Desktop,Side,Entertainment,Evening,0,1,36.0
8469,User8469,Male,Desktop,Bottom,Education,Night,0,2,40.0
393,User393,Male,Desktop,Side,Shopping,Morning,1,4,42.0
6129,User6129,Male,Tablet,Bottom,Shopping,Morning,1,4,42.0
2587,User2587,Non-Binary,Mobile,Bottom,Entertainment,Morning,0,0,53.0
4254,User4254,Male,Desktop,Bottom,Entertainment,Night,1,2,40.0
5324,User5324,Non-Binary,Mobile,Top,Social Media,Morning,1,4,42.0
2169,User2169,Non-Binary,Desktop,Top,Entertainment,Afternoon,0,1,40.0
5252,User5252,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,40.0
8639,User8639,Non-Binary,Tablet,Side,Education,Morning,0,0,40.0
8253,User8253,Non-Binary,Desktop,Bottom,Entertainment,Night,1,2,57.0
5193,User5193,Female,Desktop,Side,Entertainment,Afternoon,1,1,40.0
3323,User3323,Female,Tablet,Top,Education,Afternoon,1,3,48.0
3978,User3978,Male,Tablet,Top,Social Media,Night,0,4,42.0
7138,User7138,Male,Tablet,Side,Social Media,Night,1,4,26.0
8278,User8278,Non-Binary,Mobile,Top,Entertainment,Morning,1,0,40.0
3338,User3338,Male,Mobile,Side,Shopping,Night,0,4,18.0
4734,User4734,Male,Mobile,Bottom,Social Media,Morning,0,4,63.0
3492,User3492,Male,Desktop,Side,Entertainment,Evening,0,1,40.0
1890,User1890,Non-Binary,Mobile,Top,Entertainment,Evening,0,3,42.0
872,User872,Female,Mobile,Side,Education,Evening,0,3,51.0
6129,User6129,Male,Tablet,Bottom,Shopping,Evening,1,4,36.0
1927,User1927,Female,Tablet,Bottom,Education,Evening,0,3,42.0
8464,User8464,Male,Desktop,Bottom,Education,Morning,0,2,27.0
7558,User7558,Male,Mobile,Side,Social Media,Morning,1,4,42.0
1136,User1136,Male,Desktop,Side,Entertainment,Morning,1,2,58.0
6854,User6854,Male,Mobile,Bottom,Entertainment,Night,1,0,32.0
226,User226,Male,Desktop,Top,Entertainment,Morning,1,2,46.0
4462,User4462,Female,Tablet,Bottom,Education,Afternoon,1,3,42.0
1020,User1020,Male,Desktop,Side,Education,Night,1,2,40.0
7466,User7466,Female,Mobile,Bottom,Education,Afternoon,1,3,42.0
9418,User9418,Male,Tablet,Side,News,Night,1,0,20.0
5419,User5419,Male,Desktop,Top,Entertainment,Night,1,2,40.0
1287,User1287,Female,Tablet,Top,Education,Evening,0,3,33.0
6146,User6146,Male,Tablet,Bottom,Social Media,Afternoon,0,4,42.0
1141,User1141,Male,Desktop,Bottom,Entertainment,Afternoon,1,1,37.0
5648,User5648,Male,Desktop,Top,Social Media,Night,0,4,39.0
1741,User1741,Non-Binary,Mobile,Bottom,Entertainment,Night,1,0,45.0
6854,User6854,Male,Desktop,Bottom,Entertainment,Night,1,2,32.0
2142,User2142,Non-Binary,Desktop,Top,Shopping,Afternoon,1,1,34.0
1273,User1273,Non-Binary,Mobile,Bottom,Entertainment,Morning,1,0,40.0
6543,User6543,Male,Desktop,Side,News,Night,0,2,40.0
3217,User3217,Non-Binary,Desktop,Bottom,Education,Night,0,2,40.0
2023,User2023,Non-Binary,Desktop,Top,Entertainment,Night,1,2,19.0
4275,User4275,Non-Binary,Tablet,Bottom,News,Morning,0,0,40.0
150,User150,Non-Binary,Tablet,Bottom,Social Media,Evening,0,4,47.0
6654,User6654,Female,Desktop,Top,Education,Afternoon,1,1,33.0
1399,User1399,Female,Desktop,Bottom,Education,Night,1,2,40.0
3956,User3956,Non-Binary,Mobile,Bottom,Entertainment,Night,0,0,26.0
6893,User6893,Female,Desktop,Top,Entertainment,Evening,1,1,21.0
2023,User2023,Male,Desktop,Top,Entertainment,Morning,1,2,19.0
5544,User5544,Male,Desktop,Bottom,Entertainment,Night,0,2,40.0
2174,User2174,Female,Desktop,Bottom,Entertainment,Afternoon,1,1,36.0
3225,User3225,Non-Binary,Tablet,Bottom,Entertainment,Morning,1,0,23.0
5420,User5420,Male,Mobile,Bottom,Education,Morning,1,0,39.0
8948,User8948,Female,Mobile,Bottom,Education,Evening,1,3,25.0
1370,User1370,Male,Desktop,Bottom,Entertainment,Night,1,2,52.0
